clinical_set_index,validation_pair_id,evidence_subset,evidence_review_status,condition_group,disease_local_id,disease_label,disease_cui,disease_mesh_id,drug_local_id,drug_global_id,drugbank_id,drug_name,gene_intermediaries,gene_symbols,gene_entrez_ids,candidate_indices,n_gene_bridges,hanami_median_top_percent,hanami_q1_top_percent,hanami_q3_top_percent,hard_clique_positive_seeds,ms_drug_disease_edge_present,has_exact_raw_drug_disease_bridge,hierarchy_specificity_flag,condition_match_kind,n_phase2_3_trials,phase2_3_phases,nct_ids,source_urls,example_trial_title,evidence_notes,source_table
133,6f8b0d32a81e380647dc,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,436,1130,DB00842,oxazepam,GABRA3|2556|pool:37882; GABRB3|2562|pool:24768,GABRA3; GABRB3,2556; 2562,37882;24768,2,17.70619218910586,10.226104830421376,21.72190818773553,10,False,False,True,broader_narrower_depressive_spectrum,1,PHASE3,NCT02374567,https://clinicaltrials.gov/study/NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
134,3aae284631ae1002c8a9,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,707,1401,DB01267,paliperidone,DRD2|1813|pool:18764; HTR2A|3356|pool:23237; HTR1A|3350|pool:29621; HTR2C|3358|pool:5267; DRD1|1812|pool:28125; ADRA2A|150|pool:32609; DRD3|1814|pool:17771; HTR1D|3352|pool:30011; HTR7|3363|pool:38619; DRD4|1815|pool:19607,DRD2; HTR2A; HTR1A; HTR2C; DRD1; ADRA2A; DRD3; HTR1D; HTR7; DRD4,1813; 3356; 3350; 3358; 1812; 150; 1814; 3352; 3363; 1815,18764;23237;29621;5267;28125;32609;17771;30011;38619;19607,10,7.501498800959233,4.136690647482014,8.497666152792052,10,False,True,True,broader_narrower_depressive_spectrum,1,PHASE3,NCT02374567,https://clinicaltrials.gov/study/NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
135,8efb1ebda496a39b1432,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,111,805,DB00316,paracetamol,PTGS2|5743|pool:10483,PTGS2,5743,10483,1,4.903220280918123,3.0522010962658443,21.26798561151079,10,False,True,False,broader_narrower_depressive_spectrum,1,PHASE2,NCT04028596,https://clinicaltrials.gov/study/NCT04028596,Measuring Blood Flow in the Brain After Epileptic Activity,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
136,e9471c9b8d3177670022,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,415,1109,DB00806,pentoxifylline,TNF|7124|pool:13895; PDE4B|5142|pool:36554; PDE4D|5144|pool:6061; PDE4A|5141|pool:25906,TNF; PDE4B; PDE4D; PDE4A,7124; 5142; 5144; 5141,13895;36554;6061;25906,4,11.10076224734498,7.6743961973278525,13.930284343953408,10,False,True,True,broader_narrower_depressive_spectrum,2,PHASE1|PHASE2;PHASE2,NCT01625845;NCT05324735,https://clinicaltrials.gov/study/NCT01625845;https://clinicaltrials.gov/study/NCT05324735,Anti-INFLammatory to Address Mood and Endothelial Dysfunction (INFLAMED),Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
137,e7432b2000870a233aa6,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,442,1136,DB00850,perphenazine,DRD2|1813|pool:18426; HTR2A|3356|pool:23004; DRD1|1812|pool:28027; HTR2C|3358|pool:5168; HTR7|3363|pool:38581,DRD2; HTR2A; DRD1; HTR2C; HTR7,1813; 3356; 1812; 3358; 3363,18426;23004;28027;5168;38581,5,7.260620075368276,5.250620931825967,9.68064833847208,10,False,True,True,broader_narrower_depressive_spectrum,1,PHASE3,NCT02374567,https://clinicaltrials.gov/study/NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
138,2ef0159fc4e506342c35,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,595,1289,DB01100,pimozide,DRD2|1813|pool:18587; HTR2A|3356|pool:23111; DRD1|1812|pool:28069; HTR1A|3350|pool:29557; DRD3|1814|pool:17723; DRD4|1815|pool:19563; 1816|1816|pool:46340,DRD2; HTR2A; DRD1; HTR1A; DRD3; DRD4; 1816,1813; 3356; 1812; 3350; 1814; 1815; 1816,18587;23111;28069;29557;17723;19563;46340,7,7.119304556354916,4.818109797875985,9.460645769099006,10,False,True,True,broader_narrower_depressive_spectrum,1,PHASE3,NCT02374567,https://clinicaltrials.gov/study/NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
139,96881d08e0b9193babeb,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,506,1200,DB00960,pindolol,HTR2A|3356|pool:23070; ADRB1|153|pool:372; HTR1A|3350|pool:29524; HTR1B|3351|pool:10041,HTR2A; ADRB1; HTR1A; HTR1B,3356; 153; 3350; 3351,23070;372;29524;10041,4,8.884677971908188,7.705442788626241,11.682618191161357,10,False,True,True,broader_narrower_depressive_spectrum,1,PHASE2,NCT00931775,https://clinicaltrials.gov/study/NCT00931775,Citalopram Versus Citalopram Plus Pindolol in Major Depressive Disorder,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
140,d9d8cb8495ce8adffb4e,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,617,1311,DB01132,pioglitazone,MAOB|4129|pool:41040,MAOB,4129,41040,1,25.72905960945529,20.659900650907844,30.804642000685167,10,False,True,False,broader_narrower_depressive_spectrum,1,PHASE2,NCT00671515,https://clinicaltrials.gov/study/NCT00671515,Pioglitazone for the Treatment of Major Depressive Disorder Comorbid With Metabolic Syndrome,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
141,947d5d46ae3d71d3cdf9,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,1225,1919,DB09286,pipamperone,DRD2|1813|pool:19270; HTR2A|3356|pool:23614; DRD1|1812|pool:28207; HTR1A|3350|pool:29823; ADRA2A|150|pool:32715; DRD3|1814|pool:17863; HTR1B|3351|pool:10156,DRD2; HTR2A; DRD1; HTR1A; ADRA2A; DRD3; HTR1B,1813; 3356; 1812; 3350; 150; 1814; 3351,19270;23614;28207;29823;32715;17863;10156,7,8.907159986296676,6.259635149023638,12.144034772182255,10,False,True,True,broader_narrower_depressive_spectrum,2,PHASE3,NCT01312922;NCT02374567,https://clinicaltrials.gov/study/NCT01312922;https://clinicaltrials.gov/study/NCT02374567,Pipamperone/Citalopram (PNB01) Versus Citalopram (CIT) and Versus Pipamperone (PIP) in Major Depressive Disorder (MDD),Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
142,748dec4bf8acbeb99485,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,174,868,DB00413,pramipexole,HTR2A|3356|pool:22724; HTR1A|3350|pool:29385; ADRA2A|150|pool:32392; DRD1|1812|pool:27887; HTR2C|3358|pool:5047; HTR1B|3351|pool:9940; HTR1D|3352|pool:29928; DRD4|1815|pool:19468,HTR2A; HTR1A; ADRA2A; DRD1; HTR2C; HTR1B; HTR1D; DRD4,3356; 3350; 150; 1812; 3358; 3351; 3352; 1815,22724;29385;32392;27887;5047;9940;29928;19468,8,9.26366050017129,6.124743062692703,13.185701438848922,10,False,True,True,broader_narrower_depressive_spectrum,3,PHASE2;PHASE3,NCT00086307;NCT05355337;NCT05825235,https://clinicaltrials.gov/study/NCT00086307;https://clinicaltrials.gov/study/NCT05355337;https://clinicaltrials.gov/study/NCT05825235,Lexapro and Pramipexole and to Treat Major Depression,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
143,83ed50195d3806a0af6a,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,62,756,DB00230,pregabalin,CACNA1C|775|pool:720,CACNA1C,775,720,1,22.1597721822542,19.337744090441934,25.69533658787256,10,False,True,False,broader_narrower_depressive_spectrum,1,PHASE3,NCT02374567,https://clinicaltrials.gov/study/NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
144,fdfd1f0c2d845a0ca7df,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,163,857,DB00396,progesterone,ESR1|2099|pool:1389; AR|367|pool:5414; NR3C1|2908|pool:2784; OPRK1|4986|pool:16012; 4306|4306|pool:44846,ESR1; AR; NR3C1; OPRK1; 4306,2099; 367; 2908; 4986; 4306,1389;5414;2784;16012;44846,5,8.721951010620074,6.747280746831107,11.62373672490579,10,False,True,True,broader_narrower_depressive_spectrum,1,PHASE2,NCT00001481,https://clinicaltrials.gov/study/NCT00001481,The Role of Hormones in Postpartum Mood Disorders,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
145,4848bc30fa825d22132a,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,579,1273,DB01069,promethazine,DRD2|1813|pool:18569; HTR2A|3356|pool:23098; CHRM2|1129|pool:35747,DRD2; HTR2A; CHRM2,1813; 3356; 1129,18569;23098;35747,3,7.009035628639944,5.542351832819459,8.787791195614936,10,False,True,True,broader_narrower_depressive_spectrum,1,PHASE3,NCT02374567,https://clinicaltrials.gov/study/NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
146,b0a3d2a7f99e955e3971,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,1091,1785,DB00818,propofol,GABRA3|2556|pool:38042,GABRA3,2556,38042,1,18.47807468311065,10.032866563891744,21.21766872216513,10,False,False,True,broader_narrower_depressive_spectrum,3,PHASE2;PHASE2|PHASE3,NCT03684447;NCT06867549;NCT07479550,https://clinicaltrials.gov/study/NCT03684447;https://clinicaltrials.gov/study/NCT06867549;https://clinicaltrials.gov/study/NCT07479550,Neural and Antidepressant Effects of Propofol,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
147,0704f6615607ee771a96,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,677,1371,DB01224,quetiapine,HTR2A|3356|pool:23190; DRD2|1813|pool:18676; CHRM2|1129|pool:35786; HTR1A|3350|pool:29607; HTR2C|3358|pool:5241; ADRA2A|150|pool:32599; DRD1|1812|pool:28096; SLC6A2|6530|pool:38991; HTR1D|3352|pool:30004; HTR7|3363|pool:38609; DRD4|1815|pool:19587; HTR3A|3359|pool:43228,HTR2A; DRD2; CHRM2; HTR1A; HTR2C; ADRA2A; DRD1; SLC6A2; HTR1D; HTR7; DRD4; HTR3A,3356; 1813; 1129; 3350; 3358; 150; 1812; 6530; 3352; 3363; 1815; 3359,23190;18676;35786;29607;5241;32599;28096;38991;30004;38609;19587;43228,12,7.57322713257965,5.509164097293594,12.835624357656732,10,False,True,True,broader_narrower_depressive_spectrum,11,PHASE2;PHASE3,NCT00174603;NCT00351910;NCT00388973;NCT00681668;NCT00751504;NCT00953108;NCT02374567;NCT02720198;NCT04521478;NCT05603104;NCT05973786,https://clinicaltrials.gov/study/NCT00174603;https://clinicaltrials.gov/study/NCT00351910;https://clinicaltrials.gov/study/NCT00388973;https://clinicaltrials.gov/study/NCT00681668;https://clinicaltrials.gov/study/NCT00751504;https://clinicaltrials.gov/study/NCT00953108;https://clinicaltrials.gov/study/NCT02374567;https://clinicaltrials.gov/study/NCT02720198;https://clinicaltrials.gov/study/NCT04521478;https://clinicaltrials.gov/study/NCT05603104;https://clinicaltrials.gov/study/NCT05973786,Treatment of Depression With Quetiapine,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
148,b9901165d43596ec37fe,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,367,1061,DB00734,risperidone,DRD2|1813|pool:18392; HTR2A|3356|pool:22952; HTR1A|3350|pool:29492; HTR2C|3358|pool:5155; ADRA2A|150|pool:32492; DRD3|1814|pool:17695; HTR1B|3351|pool:9995; HTR7|3363|pool:38570; HTR1D|3352|pool:29961,DRD2; HTR2A; HTR1A; HTR2C; ADRA2A; DRD3; HTR1B; HTR7; HTR1D,1813; 3356; 3350; 3358; 150; 1814; 3351; 3363; 3352,18392;22952;29492;5155;32492;17695;9995;38570;29961,9,7.005823912298732,4.059609455292909,8.234840698869476,10,False,True,True,broader_narrower_depressive_spectrum,8,PHASE1|PHASE2;PHASE2;PHASE3,NCT00044681;NCT00095134;NCT00174577;NCT00174590;NCT00206765;NCT00640562;NCT01282632;NCT02374567,https://clinicaltrials.gov/study/NCT00044681;https://clinicaltrials.gov/study/NCT00095134;https://clinicaltrials.gov/study/NCT00174577;https://clinicaltrials.gov/study/NCT00174590;https://clinicaltrials.gov/study/NCT00206765;https://clinicaltrials.gov/study/NCT00640562;https://clinicaltrials.gov/study/NCT01282632;https://clinicaltrials.gov/study/NCT02374567,A Study of the Effectiveness and Safety of Risperidone to Augment SSRI Therapy in Patients With Treatment-resistant Depression,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
149,e45428fcdb0c44157f10,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,771,1465,DB01656,roflumilast,PDE4B|5142|pool:36613,PDE4B,5142,36613,1,32.89225762247345,25.028370161014045,40.76417437478588,10,False,False,True,broader_narrower_depressive_spectrum,1,PHASE3,NCT06860958,https://clinicaltrials.gov/study/NCT06860958,Roflumilast as an Adjunct to Antidepressants in Major Depressive Disorder Patients,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
150,4ace4c433a1f081caad3,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,376,1070,DB00747,scopolamine,CHRM2|1129|pool:35672; CHRNA4|1137|pool:33054,CHRM2; CHRNA4,1129; 1137,35672;33054,2,10.64041623843782,4.198783830078794,15.223535457348408,10,False,False,True,broader_narrower_depressive_spectrum,3,PHASE2,NCT00369915;NCT01312844;NCT04211961,https://clinicaltrials.gov/study/NCT00369915;https://clinicaltrials.gov/study/NCT01312844;https://clinicaltrials.gov/study/NCT04211961,The Antidepressant Efficacy of the Anticholinergic Scopolamine,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
151,16ac5f968d32b915dee5,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,1244,1938,DB01956,taurine,GABRA3|2556|pool:38058; GABRB3|2562|pool:24925; GABRA6|2559|pool:38196,GABRA3; GABRB3; GABRA6,2556; 2562; 2559,38058;24925;38196,3,19.02727817745804,10.501241863651936,22.655447070914697,10,False,False,True,broader_narrower_depressive_spectrum,1,PHASE2,NCT00217165,https://clinicaltrials.gov/study/NCT00217165,"Taurine as an Anti-Manic Agent: A Double-Blind, Placebo-Controlled Study",Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
152,3dc03113ae63cbdc9170,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,297,991,DB00624,testosterone,ESR1|2099|pool:1491; AR|367|pool:5476; 4306|4306|pool:44891,ESR1; AR; 4306,2099; 367; 4306,1491;5476;44891,3,11.22923090099349,7.526121959575197,17.264581192189105,10,False,True,True,broader_narrower_depressive_spectrum,1,PHASE2,NCT01121211,https://clinicaltrials.gov/study/NCT01121211,Hormonal Factors in the Treatment of Anorexia Nervosa,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
153,7f249cec43f1b727afad,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,86,780,DB00273,topiramate,GABRA3|2556|pool:37726; GABRA6|2559|pool:38088; GABRB3|2562|pool:24607; GRIA1|2890|pool:7818,GABRA3; GABRA6; GABRB3; GRIA1,2556; 2559; 2562; 2890,37726;38088;24607;7818,4,9.261519355943816,7.361789140116478,13.457091469681398,10,False,False,True,broader_narrower_depressive_spectrum,1,PHASE3,NCT02374567,https://clinicaltrials.gov/study/NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
154,32dd4e72a8df57e0b3b0,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,380,1074,DB00752,tranylcypromine,MAOB|4129|pool:40999; MAOA|4128|pool:37174,MAOB; MAOA,4129; 4128,40999;37174,2,26.88099520383693,22.59656560465913,31.85647910243234,10,False,True,False,broader_narrower_depressive_spectrum,1,PHASE3,NCT02374567,https://clinicaltrials.gov/study/NCT02374567,Pharmacovigilance in Gerontopsychiatric Patients,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
155,3ecfa239e9890398055e,automatic_phase2_3_registry_match,automatic_not_manually_verified,psychiatric_mood,162,Depressive Disorder,C1269683,D003866,319,1013,DB00656,trazodone,HTR2A|3356|pool:22888; HTR1A|3350|pool:29450; SLC6A4|6532|pool:30278; ADRA2A|150|pool:32452; HTR2C|3358|pool:5124,HTR2A; HTR1A; SLC6A4; ADRA2A; HTR2C,3356; 3350; 6532; 150; 3358,22888;29450;30278;32452;5124,5,10.085859883521753,8.485889859540938,15.413562007536829,10,False,True,True,broader_narrower_depressive_spectrum,4,PHASE2;PHASE2|PHASE3;PHASE3,NCT01524497;NCT02086929;NCT02374567;NCT04082806,https://clinicaltrials.gov/study/NCT01524497;https://clinicaltrials.gov/study/NCT02086929;https://clinicaltrials.gov/study/NCT02374567;https://clinicaltrials.gov/study/NCT04082806,A Clinical Study of Trazodone Hydrochloride Prolonged-Release Tablets for Treatment of Depression,Automatic exact-normalized intervention and mapped-condition Phase II/III registry match; not a manual efficacy assessment.,all_motifs_fda_or_phase2_3.csv
